Event ID,Event Date,Brief Description,What Happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Class,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-3878,13/08/2022,"Port Main Engine oil line to the CPP pump cracked and leaked oil. Engine was stopped and slowed down manoeuvring on the Starboard ME. Oil line replaced, restarted port engine and resumed voyage. ",Oil Spill,Queen Charlotte Sound,-41.241464,174.216083,Marlborough,In harbour,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,21856,186,1997
EVT-3881,13/08/2022,Upon berthing a crack was observed on the frames of the ladder near the wire sheaves. The ladder was prevented from being used further.,Pilot Ladder Standards,Wellington Port,-41.27435,174.788823,Wellington,At berth,International Commercial,0,Bulk carrier,ISM,Panama,19707,NULL,2001
EVT-3882,13/08/2022,Vessel turned to avoid contact with an incoming ferry and made contact with the bow of a moored power boat the master had not initially noticed on account of its low profile.,Contact,"Tamaki River, Auckland",-36.868541,174.901469,Auckland,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,9.23,1989
EVT-3879,14/08/2022,Hit object and sunk. 1 POB was uplifted by another vessel.,Foundered,7.3nm NW of Papatea Bay,-37.603007,177.716906,Bay of Plenty,Inshore,Domestic Commercial,0,Charter fishing vessel,SSM,New Zealand,NULL,7.6,1978
EVT-3873,16/08/2022,Grounded after vessel drifted in current after skipper misjudged water depth.,Grounding,Waimakariri River ,-43.415865,172.64406,Canterbury,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5,NULL
EVT-3874,16/08/2022,Navigational equipment fault - radar heading not aligned.,Equipment failure,Ports of Auckland,-36.750383,174.827647,Auckland,Inshore,International Commercial,0,Other fishing vessel,ISM,Spain,681,NULL,2003
EVT-3877,16/08/2022,"Vessel lost power after its no.1 generator failed. Second generator started, before engine overheated. Master then grounded the vessel on a sand bank so as to not block the harbour channel while engine issues were being addressed.",Grounding,Tauranga harbour channel,-37.63634,176.161995,Bay of Plenty,In harbour,Domestic Commercial,0,Workboat,MOSS,New Zealand,177,36.17,1981
EVT-3880,16/08/2022,"Jetboat passenger slid and hit their shoulder on the side of the boat during a spin. The passenger stated that they felt fine to continue, though later reported feeling light headed. Staff provided first aid before taking them to hospital.",Injury,Waikato River,-38.616956,176.141354,Waikato,River,Domestic Commercial,1,Jetboat,SOP,New Zealand,NULL,5.6,NULL
EVT-3883,16/08/2022,"Vessel near miss with a diver performing work on behalf of port management. Diver had entered the water to retrieve crayfish, surfacing as vessel approached the wharf.",Near miss/close quarters,Southport,-46.589943,168.334131,Southland,At berth,Domestic Commercial,0,Tugboat,MOSS,New Zealand,NULL,NULL,2021
EVT-3884,16/08/2022,"Passenger suffered medical event on board vessel. After consultation with emergency services, the passenger was transferred to hospital by helicopter.",Medical Event,"Anchor Island, Fiordland",-45.767269,166.52058,Southland,Inshore,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,258,30,1992
EVT-4042,17/08/2022,"Vessel was conducting a shoreline search in shallow water at 5 knots. The vessel came in contact with submerged rocks in shallow water, which damaged the propellers.",Grounding,Lake Rotorua,-38.06149991,176.3020535,Bay of Plenty,Lake,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-3888,18/08/2022,Starboard anchor lost from vessel in high swell and rough seas.,Equipment failure,Tauranga Anchorage,-37.455694,176.084111,Bay of Plenty,Inshore,International Commercial,0,Refrigerated cargo ship,ISM,Singapore,14030,NULL,2009
EVT-3894,18/08/2022,"Owner arrived at mooring to discover their vessel had sustained contact damage, presumably from a nearby moored vessel that had drifted in strong winds.",Contact,Little Bucklands Beach mooring ,-36.874461,174.902627,Auckland,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-3899,18/08/2022,"Skipper spotted submerged log, but still made contact. Vessel was returned to dock at low speed. Vessel was inspected at a later date. Both propeller shafts minor misalignment, propellers minor damage. Shafts and propellers being removed for repair. ",Hit submerged object,"Karaka Bay, Picton Harbour",-41.2531615,174.0306687,Marlborough,Inshore,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,9.8,1992
EVT-3889,20/08/2022,Yacht sank on its mooring.,Foundered,"Hobsonville, Auckland",-36.786114,174.673074,Auckland,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-3890,21/08/2022,"The crane had an electrical malfunction and emergency slew was used, however it was not controlled accurately. The crane hook hit the shelter roof and its supports. No injuries were sustained.",Lifting/Cargo gear failure,Port Tauranga ,-37.661452,176.175386,Bay of Plenty,At berth,International Commercial,0,Container ship,ISM,Hong Kong,26404,NULL,2008
EVT-3892,21/08/2022,Starboard controllable pitch propeller control failure.,Steering gear failure,Wellington harbour,-41.280902,174.85588,Wellington,In harbour,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,21856,186,1997
EVT-3885,22/08/2022,Crew member injured right hand while tying the vessel up at port. ,Injury,Port of Taranaki ,-39.057107,174.036005,Taranaki,At berth,International Commercial,1,Bulk carrier,ISM,Panama,23232,179.97,2017
EVT-3916,22/08/2022,Radio reported a sheen on vessel's port side. Deck crew instructed to check deck for any sign of hydrocarbons Port side. Engine room also notified to check machinery and levels. Nothing immediately obvious by ship crew investigation. ,Oil Spill,Maui B Oil Platform,-39.6438889,173.3158333,NULL,Coastal,International Commercial,0,Offshore service vessel,ISM,Bahamas,3181,75.01,2011
EVT-3891,23/08/2022,Pilot ladder was non compliant. The ladder was rigged for more than 9.8m freeboard and the combination was rigged with gangway being 2m above the water.,Pilot Ladder Standards,Wellington Pilot Boarding Area,-41.273247,174.788446,Wellington,At berth,International Commercial,0,Bulk carrier,ISM,Marshall Islands,33045,NULL,2010
EVT-3898,23/08/2022,"Upon emptying dry-dock in Sydney, it was noticed the starboard side stabiliser fin was missing approximately 80% of its blade. Location of shear was outside any parts containing fluid or oil, so no discharge to ocean took place.",Equipment failure,Sydney,-33.8651,151.2271,NULL,Beyond Offshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22365,181.6,1995
EVT-4022,25/08/2022,Vessel made contact with Pier 14 during berthing. Nuts used to secure cleat were corroded and came out of position.,Contact,Auckland Ferry Basin ,-36.842238,174.765558,Auckland,At berth,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,17.1,1994
EVT-3901,26/08/2022,"A life raft deployed but not inflated. The crew secured it to the vessel and continued slowly, berthing without incident. Passengers disembarked and no injuries or damage aside from the life raft. Internal investigation underway to find cause. ",Equipment failure,"South East of Devonport Wharf, Waitamata Harbour",-36.836931,174.801913,Auckland,In harbour,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,389,34,2016
EVT-3904,26/08/2022,While berthed the NO.2 crane block got crush damage due to negligence and rough handling of crane operator. Workers were warned not to operate but the damage still occurred. The rough operation also led to wire torsion.,Cargo shift,"Berth 4, West Napier Port",-39.483276,176.8920922,Hawke's Bay,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,19993,NULL,2010
EVT-3989,26/08/2022,Boat hit the beach due to mooring failure and bent the sterndrive shaft. Did a charter a few days later and bent shaft let water into the lube system resulting in gear box failure.,Grounding,Bay of Islands,-35.263631,174.120073,Northland,In harbour,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,9.7,2019
EVT-3886,27/08/2022,Man overboard report from bulk carrier. Crew person was last seen on board on the 27th of August. No floatation devices or immersion suit were missing and their passport remained on board.,Person Overboard,Off Otago Coast ,-45.989671,171.168322,NULL,Coastal,International Commercial,0,Bulk carrier,ISM,Isle of Man,21530,179.97,2017
EVT-3897,27/08/2022,Vehicle on board vessel reversed into a courier truck.,Cargo shift,Centreport Wellington,-41.265075,174.787857,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,17816,183.5,1998
EVT-3911,27/08/2022,"Main Engine of the vessel dropped in oil pressure resulting in the engine to stop. Tugs were sent to meet the vessel. The engine came back online and maintained a speed of less than 3 knots back to berth, the tugs followed alongside.",Propulsion failure,"East Cardinal Buoy, Tauranga Pilotage Area ",-37.6015,176.183333,Bay of Plenty,Inshore,International Commercial,0,Container ship,ISM,Malta,54152,NULL,2006
EVT-3914,27/08/2022,Vessel hit an object in vicinity of Tiritiri Matangi Island causing a hole in one of the trimaran hulls. Support vessel attended and evacuated 18 passengers. Vessel then towed by coastguard to Westhaven Marina.,Grounding,Near Tiritiri ,-36.608012,174.883081,Auckland,Inshore,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,11.5,2012
EVT-3940,27/08/2022,"Vessel was working in Golden Bay. While working on a mussel line, davit 4 gantry pole snapped and landed in the water.",Equipment failure,Golden Bay ,-40.740458,172.734053,Tasman,In harbour,Domestic Commercial,0,Aquaculture vessel,MOSS,New Zealand,NULL,15.9,2002
EVT-3887,28/08/2022,Crewperson got a cut to their hand approximately 2 inches long and about 2cm deep between thumb and finger. Vessel returned to Greymouth so that crewperson could get medical treatment.,Injury,9NM off Greymouth,-42.411578,170.931998,West Coast,Inshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,88.28,19.81,1981
EVT-3902,28/08/2022,Crew member received lacerations to the back of their hand while handling fishing gear.,Injury,Greymouth,-42.305667,170.5435,12NM to 200NM,Coastal,Domestic Commercial,1,Trawler,MOSS,New Zealand,819,57.82,1983
EVT-3893,29/08/2022,Pilot noted discrepancies between helm rudder angle indicator and overhead angle indicator. Master's call to the engine room confirmed that the overhead unit was correct.,Steering gear failure,Port Otago,-45.813786,170.625978,Otago,In harbour,International Commercial,0,Bulk carrier,ISM,Hong Kong,19993,NULL,2010
EVT-3895,29/08/2022,Occupant of vessel rescued following EPIRB activation and VHF mayday call following the capsize of their vessel. Vessel reportedly carrying 6 tonnes of concrete and 300 litres of diesel at time of  capsize.,Capsize,Mercury Bay Whitianga ,-36.756667,175.8255,Waikato,Inshore,Recreational,0,Other fishing vessel,Pleasure - No System,New Zealand,30,NULL,NULL
EVT-3896,29/08/2022,"Apparent new pilot ladder, retrieval line manila rope cramped round the lowest spreader causing a major tripping hazard. Pilot informed Captain to remove retrieval line and explained what is acceptable or not.",Pilot Ladder Standards,Port of Tauranga,-37.594013,176.181695,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Marshall Islands,24124,NULL,2017
EVT-3900,29/08/2022,Partial blackout after a fuel line fractured.,Electrical power failure,Wellington harbour,-41.281944,174.796667,Wellington,In harbour,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,21856,186,1997
EVT-3969,29/08/2022,"While steaming back from harvesting, crew member fell overboard when stepping over the hauling shoot. They sustained a graze on their shin from the side of the boat. ",Person Overboard,Near Blind Bay ,-43.60451047,172.8776836,Canterbury,Inshore,Domestic Commercial,1,Aquaculture vessel,MOSS,New Zealand,NULL,23.61,2002
EVT-3906,31/08/2022,"Areas of deck inaccessible, with two separate hatches loaded with logs. Climbing over logs or along bulwarks the only means of traversing hatches.",Log Handling,Marlborough Sounds,-41.086571,174.305323,Marlborough,In harbour,International Commercial,0,Bulk carrier,ISM,Bahamas,22683,NULL,2019
EVT-3907,31/08/2022,Stanchions not secured to the deck using pins as designed.,Pilot Ladder Standards,Tauranga,-37.599469,176.195458,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Singapore,24785,179.99,2015
EVT-3908,31/08/2022,Crew member suffered a seizure on board vessel. First aid was provided to the crew member before they were flown to hospital for further treatment.,Medical Event,"Tawero Point, Pelorus Sound",-41.068549,173.939978,Marlborough,Inshore,Domestic Commercial,1,Aquaculture vessel,MOSS,New Zealand,NULL,11.95,1984
EVT-3909,1/09/2022,"Vessel was crossing river bar when it made contact with a surfcasting line, which wrapped around the vessel wheelhouse windows. Skipper brought the vessel to a stop and cut the surfcasting line, noting sinker and hooks tangled in vessel's bow rail.",Contact,Kaituna River entrance,-37.747877,176.415508,Bay of Plenty,River/harbour bar,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.68,2012
EVT-3910,1/09/2022,Near miss as recreational vessel travelled through a narrow passage between pilot vessel and wharf during the berthing of a container ship.,Near miss/close quarters,Port of Tauranga,-37.662194,176.175242,Bay of Plenty,In harbour,Domestic Commercial,0,Other passenger vessel,Pleasure - No System,New Zealand,NULL,9.51,2007
EVT-3910,1/09/2022,Near miss as recreational vessel travelled through a narrow passage between pilot vessel and wharf during the berthing of a container ship.,Near miss/close quarters,Port of Tauranga,-37.662194,176.175242,Bay of Plenty,In harbour,Domestic Commercial,0,Pilot vessel,MOSS,New Zealand,22.9,16.36,2010
EVT-3926,1/09/2022,"While lifting the auxiliary engine cylinder head for overhaul, the chain block and traversing trolley fell, injuring two crew members.",Injury,Marlborough Sounds,-40.603056,174.053889,Marlborough,Inshore,International Commercial,2,Container ship,ISM,Hong Kong,26404,NULL,2008
EVT-3918,2/09/2022,Ladder has very loose steps and rotate underfoot. The ladder appears to be reasonably new but is of poor quality construction. ,Pilot Ladder Standards,Port of Tauranga ,-37.638777,176.16964,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Singapore,16803,184.04,2001
